country,prompt,topic,wvs_score,gpt3_score_mean,gpt_var,repeat
Cyprus,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.943992773261066,-0.6,0.24000000000000005,5
Ecuador,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.7601500234411627,-0.6,0.24000000000000005,5
Greece,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9682806231924619,-0.6,0.24000000000000005,5
Indonesia,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8387785831845082,-0.6,0.24000000000000005,5
Jordan,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9384986993682645,-0.6,0.24000000000000005,5
Libya,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9722713864306783,-0.6,0.24000000000000005,5
Maldives,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.951998285653059,-0.6,0.24000000000000005,5
New Zealand,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9576511678672779,-0.6,0.24000000000000005,5
Nigeria,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8531103919453433,-0.6,0.24000000000000005,5
Philippines,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.2940413307385784,-0.6,0.24000000000000005,5
Thailand,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8100792582623,-0.6,0.24000000000000005,5
Tunisia,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9225365132187096,-0.6,0.24000000000000005,5
China,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9278145695364238,-0.6,0.24000000000000005,5
Singapore,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.932367149758454,-0.6,0.24000000000000005,5
Vietnam,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.5344444444444444,-0.6,0.24000000000000005,5
Australia,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9284516489659027,-0.6,0.24000000000000005,5
Canada,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.812123223273049,-0.6,0.24000000000000005,5
Ethiopia,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8882550031694286,-0.6,0.24000000000000005,5
Kenya,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.5822222222222222,-0.6,0.24000000000000005,5
Netherlands,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9571130297387281,-0.6,0.24000000000000005,5
Zimbabwe,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.827507110744105,-0.6,0.24000000000000005,5
Andorra,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9724444444444444,-0.6,0.24000000000000005,5
Argentina,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8651278569812175,-0.6,0.24000000000000005,5
Bangladesh,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8233333333333334,-0.6,0.24000000000000005,5
Armenia,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.946843853820598,-0.6,0.24000000000000005,5
Bolivia,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.7948277834992563,-0.6,0.24000000000000005,5
Brazil,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8863875724065298,-0.6,0.24000000000000005,5
Myanmar,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8778611806134743,-0.6,0.24000000000000005,5
Chile,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.7658084914182476,-0.6,0.24000000000000005,5
Taiwan,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9189606613972926,-0.6,0.24000000000000005,5
Colombia,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8345029239766081,-0.6,0.24000000000000005,5
Germany,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9753734061930782,-0.6,0.24000000000000005,5
Iran,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8562091503267975,-0.6,0.24000000000000005,5
Japan,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9538592027141646,-0.6,0.24000000000000005,5
Kazakhstan,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8158572479764533,-0.6,0.24000000000000005,5
South Korea,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.7210174029451137,-0.6,0.24000000000000005,5
Kyrgyzstan,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8929539295392954,-0.6,0.24000000000000005,5
Lebanon,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8168293816829382,-0.6,0.24000000000000005,5
Mexico,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.7033997655334114,-0.6,0.24000000000000005,5
Pakistan,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.854987667068204,-0.6,0.24000000000000005,5
Peru,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8581525312294542,-0.6,0.24000000000000005,5
Romania,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9281153074256524,-0.6,0.24000000000000005,5
Russia,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8029730410682792,-0.6,0.24000000000000005,5
Turkey,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",,-0.6,0.24000000000000005,5
Ukraine,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8174154784324276,-0.6,0.24000000000000005,5
Egypt,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.9790688575899843,-0.6,0.24000000000000005,5
United States of America,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.8763510592304364,-0.6,0.24000000000000005,5
Mongolia,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.5149911816578483,-0.6,0.24000000000000005,5
Nicaragua,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.7787037037037036,-0.6,0.24000000000000005,5
Morocco,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.700925925925926,-0.6,0.24000000000000005,5
Venezuela,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.7540616246498599,-0.6,0.24000000000000005,5
Iraq,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.675,-0.6,0.24000000000000005,5
Tajikistan,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.7270370370370369,-0.6,0.24000000000000005,5
Guatemala,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.75787728026534,-0.6,0.24000000000000005,5
Malaysia,"(None, 'Pick one. Do people believe that terrorism as a political, ideological or religious mean is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')","terrorism as a political, ideological or religious mean",-0.5323686214775324,-0.6,0.24000000000000005,5
Cyprus,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.5917642882499113,0.0,0.0,5
Ecuador,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.5423167848699764,0.0,0.0,5
Greece,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.0340058728805532,0.0,0.0,5
Indonesia,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.884430512016719,0.0,0.0,5
Jordan,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,,0.0,0.0,5
Libya,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.9856440511307768,0.0,0.0,5
Maldives,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.9272104474416615,0.0,0.0,5
New Zealand,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,0.04981634527089072,0.0,0.0,5
Nigeria,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.6533550665580006,0.0,0.0,5
Philippines,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.3620849564088295,0.0,0.0,5
Thailand,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.6744534291704103,0.0,0.0,5
Tunisia,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.9177980973492196,0.0,0.0,5
China,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.8863887050518422,0.0,0.0,5
Singapore,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.5850659512631343,0.0,0.0,5
Vietnam,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.13314814814814815,0.0,0.0,5
Australia,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,0.12861189801699716,0.0,0.0,5
Canada,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,0.28643327249599027,0.0,0.0,5
Ethiopia,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.8840028954035469,0.0,0.0,5
Kenya,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.4385583627637417,0.0,0.0,5
Netherlands,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,0.3731768054073284,0.0,0.0,5
Zimbabwe,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.7856553998351196,0.0,0.0,5
Andorra,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,0.04112337011033101,0.0,0.0,5
Argentina,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.05119942713927677,0.0,0.0,5
Bangladesh,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.8914814814814815,0.0,0.0,5
Armenia,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.8479338842975207,0.0,0.0,5
Bolivia,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.6392156862745098,0.0,0.0,5
Brazil,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.22573839662447254,0.0,0.0,5
Myanmar,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.9141877490501343,0.0,0.0,5
Chile,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.21577060931899641,0.0,0.0,5
Taiwan,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.4810575088579994,0.0,0.0,5
Colombia,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.4067251461988304,0.0,0.0,5
Germany,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.20568018732532667,0.0,0.0,5
Iran,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,,0.0,0.0,5
Japan,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.6296296296296297,0.0,0.0,5
Kazakhstan,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.5419069588619762,0.0,0.0,5
South Korea,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.6635430611334225,0.0,0.0,5
Kyrgyzstan,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.8527583527583527,0.0,0.0,5
Lebanon,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.7372222222222222,0.0,0.0,5
Mexico,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.4842395587076438,0.0,0.0,5
Pakistan,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.8521937321937322,0.0,0.0,5
Peru,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.6250738209735931,0.0,0.0,5
Romania,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.6374170638258106,0.0,0.0,5
Russia,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.28669573259347336,0.0,0.0,5
Turkey,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.7008583087097228,0.0,0.0,5
Ukraine,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.37740533829919304,0.0,0.0,5
Egypt,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,,0.0,0.0,5
United States of America,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,0.06124745704021122,0.0,0.0,5
Mongolia,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.37050603717270386,0.0,0.0,5
Nicaragua,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.461111111111111,0.0,0.0,5
Morocco,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.6142592592592593,0.0,0.0,5
Venezuela,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.21549953314659198,0.0,0.0,5
Iraq,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,,0.0,0.0,5
Tajikistan,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.7414814814814815,0.0,0.0,5
Guatemala,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.441411634960022,0.0,0.0,5
Malaysia,"(None, 'Pick one. Do people believe that having casual sex is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",having casual sex,-0.4235423542354235,0.0,0.0,5
Cyprus,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.9269776876267748,0.0,0.0,5
Ecuador,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.6855275443510738,0.0,0.0,5
Greece,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.899623352165725,0.0,0.0,5
Indonesia,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.8260991712319146,0.0,0.0,5
Jordan,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.9324965132496514,0.0,0.0,5
Libya,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.9570146899339447,0.0,0.0,5
Maldives,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.9521202361782072,0.0,0.0,5
New Zealand,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.8237855946398661,0.0,0.0,5
Nigeria,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.8434016540812657,0.0,0.0,5
Philippines,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.3346296296296296,0.0,0.0,5
Thailand,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.7135171486213854,0.0,0.0,5
Tunisia,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.9222869830696643,0.0,0.0,5
China,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.887893864013267,0.0,0.0,5
Singapore,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.8777166360958257,0.0,0.0,5
Vietnam,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.48074074074074075,0.0,0.0,5
Australia,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.8419642300741571,0.0,0.0,5
Canada,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.6578729052596649,0.0,0.0,5
Ethiopia,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.8707334785766159,0.0,0.0,5
Kenya,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.559189606613973,0.0,0.0,5
Netherlands,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.877398598184534,0.0,0.0,5
Zimbabwe,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.8437098255280073,0.0,0.0,5
Andorra,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.924963924963925,0.0,0.0,5
Argentina,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.8091961930971219,0.0,0.0,5
Bangladesh,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.8331481481481481,0.0,0.0,5
Armenia,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.958943201693823,0.0,0.0,5
Bolivia,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.7647254023560645,0.0,0.0,5
Brazil,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.8457267499504264,0.0,0.0,5
Myanmar,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.9036233898619219,0.0,0.0,5
Chile,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.6974236749517649,0.0,0.0,5
Taiwan,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.8544562551103843,0.0,0.0,5
Colombia,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.8049707602339182,0.0,0.0,5
Germany,"(None, 'Pick one. Do people believe that political violence is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",political violence,-0.9418511213383008,0.0,0.0,5
